;context;emotion
131;i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day;joy
132;i was still feeling strong;joy
133;i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him;joy
136;i clench to the corners of the bed to feel assured;joy
141;i might go get a car wash if i am feeling really generous my car needs it;joy
144;i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we;joy
150;i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold;joy
152;i still feel it does the genre a disservice when stories are resolved artifically;joy
153;i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed;joy
158;i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains;joy
167;i have a feeling my view isnt going to be very popular and thats fine;joy
170;i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes;joy
172;i use it regularly with relaxing music and always feel invigorated afterward;joy
174;i feel like its perfect a w see youtube has its influences i even know trends;joy
178;ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now;joy
179;i hope to feel a bit more creative again soon and miss its presence in my life blog;joy
182;i begin to feel complacent with my life here;joy
184;i remember feeling inspired and thinking that it was a fine example of parenting;joy
186;i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same;joy
187;im there i simply feel contented;joy
188;im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone;joy
190;i feel honored by it;joy
192;i feel im like a bird flying in the air in a very carefree manner;joy
196;i feel that educating families and supporting and educationg mamas and papas is key;joy
199;i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly;joy
200;i feel like i talented young man i don t feel talented then i don t to work with;joy
202;i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy;joy
204;i feel pretty mellow so far about whatever healing wounding process may be getting underway;joy
215;i feel as a child innocent feelings illustrating a;joy
221;ive worked really hard all year to try to make each child in the class feel like they are valued;joy
224;i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths;joy
225;i don t feel like eggs benedict i ll have something equally delicious;joy
226;im feeling my way through and trusting myself;joy
227;im feeling inspired by all the summery elements of my favorite past time beach bummin;joy
228;i can feel that she smiled i love you even more gorgeous;joy
230;i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely;joy
232;i was feeling over eager and hopped on to the tube to ride the eye of london;joy
236;i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true;joy
238;i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time;joy
242;i hope i feel mellow well fed well slept at peace with myself within this external world;joy
245;i feel very relaxed and fine;joy
247;i go to sleep i feel as if i m giving up precious time to do something else with my life;joy
248;i feel like i ve been neglecting my beloved mom blog;joy
249;i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx;joy
256;im hesitant to make suggestions because i feel as if the outcome would not be sincere;joy
259;i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic;joy
260;i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe;joy
261;i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows;joy
263;i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated;joy
276;i am so festive this feels so delicious wheeeeee what a great night;joy
279;i feel like i almost convinced myself this is going to be the pattern;joy
285;i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken;joy
286;i seriouly feel i am not being respected i dont have my privacy i am being ordered around;joy
287;i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality;joy
289;i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet;joy
291;i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life;joy
292;i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections;joy
293;im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come;joy
301;i do feel a shift in me to being more positive;joy
302;i am feeling brave enough;joy
304;i feel clever nov;joy
310;i finally left feeling judged and ridiculed because i am intelligent;joy
319;i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me;joy
321;i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically;joy
324;im feeling font friendly;joy
325;i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon;joy
329;i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them;joy
331;i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something;joy
332;im feeling far more mellow than normal;joy
333;i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way;joy
334;i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave;joy
335;im feeling lucky width li style border px list style outside margin px px;joy
337;i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues;joy
340;i am beginning to feel that theres a good chance i might pass;joy
341;i feel like i have a little more control and can help sweet pea better if i know what is ahead;joy
343;i feel it is worthwhile to document it for people who are not familiar with batch files;joy
344;i and i are feeling especially thankful for so many small blessings in our life right now;joy
345;i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative;joy
348;i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts;joy
349;i am feeling is also a blossoming eager anxiety;joy
352;im not feeling the outfit but the heels are gorgeous;joy
354;i feel that the session was useful and gave me tools i need to move forward in my life;joy
360;i feel so tranquil right now its great;joy
366;i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important;joy
368;i feel like this insecurity is a good thing when i first started writing i pictured it all;joy
376;ill get round to it this quarter im feeling hopeful about this one;joy
378;i feel absolutely fantastic and i hope baby does too;joy
379;i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous;joy
381;i have a feeling that your father already convinced him of that;joy
383;i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors;joy
384;i am feeling humorous i put cold callers on hold;joy
387;i feel very privileged but it is also a lot of work;joy
388;im pretty happy but a little on the nauseated side to feel thrilled;joy
392;i feel like im putting an innocent man on death row;joy
393;i wasn t sure what else to do to help her feel smart;joy
395;i feel is thankful for the lessons i m learning;joy
398;i hope you can feel glad that she gave you so many things including memories that you can cherish;joy
400;i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend;joy
406;im not scared at all anymore im fine i feel terrific about the surgery;joy
412;i may or may not have cried when thanking them for making my children feel so special and loved;joy
417;i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever;joy
419;i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful;joy
420;i get some exercise and feel like im doing something worthwhile in the meantime;joy
421;i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me;joy
428;im feeling happy and well;joy
430;i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity;joy
432;i were feeling energetic so we decided we were going to bike to the rest of the temples;joy
434;i am happpy when i get good results in the field of academics or athletics;joy
436;id pop out of the chair feeling like i should be doing something more worthwhile;joy
437;i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods;joy
446;i feel very comfortable with this decision;joy
451;i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy;joy
456;i feel so honoured to have hosted this series to have such talented a;joy
458;i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog;joy
459;i was feeling determined it didnt take long for me to start nomming on naughty stuff again;joy
460;i feel honored to be with many wonderful artists and to display my work for the public to see;joy
461;i just remember being so fully stressed out and while i had fun i feel it could have been more lively;joy
465;im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives;joy
474;i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me;joy
475;i feel as though ive reached a point in my career where im highly respected there;joy
477;ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy;joy
479;i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning;joy
481;i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man;joy
484;im definitely feeling festive;joy
487;i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date;joy
488;i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college;joy
490;i am feeling more energetic more alive happier than i have in a long time;joy
493;i feel a world class player in the benzema mould would be fantastic;joy
497;i am not working out the amount i would like to i feel like my lifestyle change has been successful so far;joy
498;i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks;joy
499;i overhear the victory tune on some geeks ringtone i feel triumphant;joy
504;i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions;joy
507;i woke up the morning of our hike feeling jubilant;joy
508;i feel like a little kid whose mom is proud that they touched the soccer ball once during the game;joy
511;i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things;joy
513;i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness;joy
514;i really like how the special edition really does feel special with songs on it;joy
517;i feel your innocent love;joy
518;i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert;joy
519;i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you;joy
520;i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween;joy
521;i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past;joy
522;i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking;joy
523;i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire;joy
525;i supposed i ought to feel thankful for that adding with a sarcastic edge at my age;joy
539;i love comments so feel free to post one;joy
541;i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids;joy
549;i feel hes being very casual with my entire future;joy
550;i was still feeling strong but i missed a couple lifts;joy
552;i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you;joy
553;i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality;joy
554;i hate the expectation that i must need a man in my life to feel worthwhile or valued;joy
558;im afraid im in an environment that makes me feel more relaxed cause;joy
565;i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays;joy
567;i feel carefree and weightless and yet worried and grounded all at the same time;joy
568;i feel he is sincere and repentant for his past opposition to civil rights;joy
570;i only have a few things on my list i feel super guilty and can t relax;joy
572;i feel like i am really valuable to him;joy
576;i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life;joy
587;i got a feeling by the look in her eyes that she was sincere;joy
588;i feel assured that my mind is not one;joy
598;i am so feeling so rich and yup i know i am so blessed;joy
603;i cant believe the moment where i feel the most useful is when im washing the dishes;joy
607;i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events;joy
613;i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful;joy
614;i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry;joy
615;i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable;joy
616;i feel like it would be too clever and get into a ton of things all the time;joy
617;i know shes right because i feel more energetic awake patient and happy when im running daily but i still feel a little bad too because i believe breast milk is so much better for babies than formula;joy
623;i feel so honored that students come to my classes;joy
625;i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless;joy
626;i feel very rich very blessed very joyful;joy
635;im feeling rather pleased with myself tonight because i did that;joy
640;i feel so carefree nowwwwww;joy
645;i was sick with a cold amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot;joy
651;i want to have a job where i am permanent and where i feel like i am valued;joy
652;i care about someones emotional spiritual and intellectual progress to the point where i feel like i should exert myself in that progress and its important to me that is love;joy
653;i will actually feel comfortable speaking to others in just japanese i feel pretty happy about my current progress;joy
656;i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby;joy
659;i feel more than honoured to be part of this series and join all these wonderful and talented ladies in a celebration of the womanhood;joy
660;i feel more confident about this team right now than i did four hours ago;joy
663;i feel have a fabulous birding weekend everyone;joy
668;i feel the language of the warning is pretty benign but i am open to your suggestions on how to improve it;joy
670;i suddenly feel a lot smarter and more talented than i did last night;joy
671;i get into what it actually does i feel like everyone should buy it just because it smells amazing;joy
672;i feel as though i cant bear the motion of quilting it even though the idea of it delighted me so only a few days ago;joy
676;i refers of course though i cant help feeling somehow ironically in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright;joy
678;i feel like i captured all his sweet looks;joy
680;i feel like i need cute pictures to share;joy
685;i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money;joy
686;i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment;joy
689;i am feeling really carefree and today was really carefree;joy
694;i asked him what was making him feel so fabulous and he said i m healthy my family is healthy and we live in a free country;joy
695;i woke up feeling incredibly content amp optimistic today however i woke up with a terrible cold and a complete lack of energy;joy
698;i feel that gulam ali is even more talented than many other classical singers;joy
699;i be the go to guy for someone who wants a genuine guy who would treat them right and spend quality time with them and make them feel special;joy
709;i would feel differently if i believed that the leaders were perfectly truthful;joy
712;i feel like its important to reveal lessons youve learned in tough times along with ones youve learned in awesome times when you are endeavoring to build an audience through honesty and authenticity;joy
714;i said i feel incredibly thankful on the whole;joy
715;i feel inspired and eager to press on when the sun shines;joy
716;im just hoping i can walk by then because my thighs are not feeling at all friendly today;joy
722;i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents;joy
723;i like the person i have become because i feel so much more carefree and liberated but at the same time i dont recognize myself;joy
731;im feeling fine;joy
733;im feeling quite pleased this week;joy
736;i feel privileged to have narrated erik princes autobiography civilian warriors the inside story of blackwater and the unsung heroes of the war on terror which will be released this monday nov th;joy
738;i am feeling hopeful and looking forward once again;joy
741;i feel so comfortable around him;joy
742;i feel privileged having the opportunity to be a part of it all;joy
750;ive been coursing through cycles of happiness to a feeling of being mellow to a feeling of being really depressed to being mellow again and then back to the beginning;joy
752;i probably couldn t go back to washington permanently once the baby is here at least not for a while although i have been torn for a while about whether i want to yes bleu i know how you feel about this but i m still not completely convinced;joy
754;i have a feeling hell be a casual favorite if blue or red are heavy colors at your casual tables otherwise i could see it in tournament decks while red is popular and possibly when if blue steps in its place one zendikar block rotates out;joy
756;i feel that way considering most people are pretending to be the way they are and very very few are being sincere;joy
757;i feel it gives even more period feel and detail than sharpe and is certainly good enough to read cover to cover;joy
758;i feel like i have reached a plateau where im not buying as much as i use to and feeling more satisfied with my wardrobe and personal style;joy
759;i learned the hard way and after being here for about three hours you ll feel like you ve been here for months from all the friendly people you ll stop and talk to;joy
764;i feel that something wonderful is going to happen;joy
766;im getting is that since i feel that i accepted the mark of the beast when they shot me up and i thought they where going to kill me and i screamed so loud that i didnt want to die;joy
767;i try not to let their ignorance get to me if i have the energy and it feels important sometimes ill engage them in a little light debate and try and to broaden their view of the world;joy
769;i am going to assume a moral obligation to find a way to make sure i feel pretty damn rich every day;joy
770;i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were;joy
771;i have an ironic feel i dont feel anything special but i still smile broadly whenever he tells me something;joy
772;i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent;joy
780;im so overwhelmed with feeling blessed by you i have to pray the fears of this being the last time i say happy birthday to you;joy
781;i feel very popular and also a little pressure to keep it up which is exactly what i need;joy
786;i took a chance and kept crying in hopes she might feel benevolent;joy
790;i liked that ros is not intimidated by anna s wealth and that anna doesn t feel guilt or superior about her wealth and that she enjoys it;joy
792;i watch her gather her little blocks and tuck them under her belly like a little red hen coo and cuddle her soft baby doll and look with interest at other babies i can t help but feel thrilled that she s our firstborn;joy
793;i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain;joy
796;i feel glad to have my little blog to share with you the dangers i see on the path ahead;joy
802;i make punjabi lobia masala mostly during winters as i feel the protein punch and spice rich recipe is a winter warmer one;joy
809;i feel more joy and anticipation of all that is my divine right;joy
811;i feel thrilled to be able to investigate my own personal mythology around this subject;joy
812;i feel creative right now and it makes me happy;joy
813;i could wear on a casual shopping trip to feel fabulous without even trying;joy
814;i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i;joy
817;i feel so lucky to live in portland land of delicious food;joy
821;i folk if im feeling sociable;joy
822;i feel these divine forces so strongly sometimes i wonder if agnostics atheists and judeo christian fundamentalists have any feeling or excitement in their hearts;joy
826;i feel like ive been in a more innocent version of a one night stand;joy
831;i feel like ive got a handle on trusting my instincts;joy
832;i feel so complacent and start thinking that i am so smart;joy
836;i put my leg around yours and wrap my arms under yours for me to feel safe again;joy
839;i am so relieved and excited and i feel confident again;joy
840;im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful;joy
845;i feel more clever;joy
850;i believe just imagining what it would be like to act live in front of an audience will make me feel joyful;joy
852;i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear;joy
855;i feel really tranquil where i am right now;joy
858;i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me;joy
869;i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today;joy
870;i feel fine e terminando com eight days a week um ano depois;joy
872;i feel vital full of energy every day and super positive;joy
874;i mean how would you feel if euan got hauled in for murder but you knew he was innocent;joy
875;i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc;joy
877;i don t feel that talented at impacting how things end up at the moment;joy
878;i find myself feeling happy more and more and it feels so very good;joy
881;im feeling ok and always has a hand on me or sits very close;joy
882;im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning;joy
883;i feel like an innocent victim i feel that i just can t win;joy
885;i feel they are sincere in wanting to resolve these grievances;joy
895;i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place;joy
898;i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see;joy
899;i love everything that were learning about and feel really passionate about design;joy
901;im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me;joy
904;i was wondering why i was feeling so ecstatic;joy
914;i use an elevated lexicon to feel more intelligent;joy
918;i will write anything if i feel passionate about it or at the very least if it genuinely interests me;joy
919;i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze;joy
923;i would feel joyful;joy
929;i kinda did steal joshua s customer i feel amused;joy
930;i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity;joy
932;i don t feel successful if that makes sense;joy
934;i feel like my life is practically perfect in every way right now and i am every so happy;joy
935;i just feel like if i don t suffer to produce something then it s not worthwhile;joy
936;i was feeling creative i see you alternate version of me;joy
938;i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life;joy
943;i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair;joy
946;i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke;joy
947;i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating;joy
949;i could feel his sweet spirit and i was happy to be helping him;joy
951;id feel better;joy
952;i watch hgtv and i feel like im not that talented;joy
953;i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not;joy
957;i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy;joy
962;i feel very resolved yet somehow very depressed;joy
965;i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour;joy
968;ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place;joy
969;i feel this book explains things well and is easy to use;joy
973;i feel pretty jolly;joy
980;i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that;joy
982;i have something to tell you girls i finally feel brave enough to share the news;joy
986;i surround myself with bible verses that help me to transcend to a space where i feel safe and secure;joy
990;i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day;joy
991;ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow;joy
995;i should have been depressed but i was actually feeling inspired;joy
999;i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader;joy
1001;i drove us to the car parts place and terry feels like im safe to drive again so yippee;joy
1002;i am thankful for feeling useful;joy
1005;i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me;joy
1006;i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans;joy
1012;i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms;joy
1015;i guess it all just depends on my mood whether im feeling sociable or not;joy
1024;im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better;joy
1026;i feel so honored to be nominated for this award;joy
1027;im feeling quite joyful today;joy
1028;when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results;joy
1031;i feel assured the world around me seems brighter;joy
1032;i cant hide my feeling when i feel so glad;joy
1034;i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now;joy
1036;i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie;joy
1042;i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen;joy
1045;i smoothly hand her a twenty feeling smug that they are both interested;joy
1048;i feel like its the perfect time to enlist some extra help;joy
1050;i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place;joy
1051;i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara;joy
1055;i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste;joy
1064;i need to feel assured i need to feel secure;joy
1069;i drove home i was aware of feeling not like myself and then she called to ask if i was ok;joy
1075;i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics;joy
1076;i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls;joy
1079;i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful;joy
1080;i feel energized and eager to write tomorrow;joy
