;context;emotion
402;i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen;fear
407;i still feel vulnerable around him;fear
418;i feel this is doubtful;fear
423;i feel hesitant about talking about this;fear
426;i feel hesitant to comment because i don t want to add to a pileon but it seems clear to me that those involved haven t learned from their past experiences nor are they interested in applying that learning to future projects;fear
440;i feel indecisive on whether or not i feel the book huckleberry finn should be censored;fear
448;i have been feeling so overwhelmed lately;fear
452;im contemplating and feeling skeptical;fear
457;i love him but i feel threatened with him around a little;fear
482;i found myself in the novel position of feeling a bit uncertain about the stock market rally;fear
524;i am always so sensitive and my every sense feels like it is being assaulted as i drag myself away from the darkness;fear
526;i couldnt help but feel totally distraught and utterly helpless when lorena was kidnapped and tortured almost to death by a band of enemies i was desperate for her freedom;fear
536;i just woke up from my nap and i feel extremely agitated and grumpy;fear
540;i feel intimidated by the great women in my family tree;fear
560;i will say that a little piece of me feels agitated when i watch discussions on race and there will i style color font family georgia serif font size px line height;fear
564;i broke my uncles radio player accidentally and so i feared that he was going to cut me off from going to his house as well as playing it again;fear
571;i feel uncertain about his motives and feel an inbalance in our committment to the process of counselling for reconciliation;fear
580;i giggle nervously when i feel threatened;fear
584;i picked up feeling a little apprehensive;fear
590;i can t believe it i feel so nervous but my father reassures me that there is nothing to be nervous about which only makes me more nervous;fear
591;i feel uptight my day is complete when hes around i feel so right a little nervs i dream about what we can do date and all the things we can pursue wedding i always dream that your mine very day min;fear
599;i didnt tell you because i didnt want you to feel afraid;fear
602;i sort of hate glasses because they make my eyes look small and since huge eyes is all i have going for me it was quite an upset but im hoping these bigger frames will make me feel less paranoid;fear
604;i feel distressed music on my mind rewrite fma op;fear
621;i would want to welcome into my home if i end up feeling my mommyhood threatened by my inability to breastfeed my baby;fear
627;i had horrible anxiety dreams every night last week and it made me feel really paranoid and of course all of that reading about conspiracy theories and unsolved crimes online didnt hugely help matters;fear
629;i remember feeling uncertain about myself when i was young and especially when i became a teenager;fear
634;i feel uncomfortable using the word awesome but this idea actually is;fear
638;im feeling indecisive and it scares me;fear
641;i believe that what was displayed is a deep emotional yearning for semblance of normality peace since it appears the dancing arabs did not feel threatened by a fully armed soldier;fear
647;i feel kind of insecure here anyways back to doha;fear
648;i am grateful that i no longer feel a frantic urge to fix the emotional upsets of those around me;fear
661;i simply said how sorry i am and just got out from her car and got into my house feeling restless;fear
662;ive been feeling a bit paranoid like its really noticable that im off and that everyone can see that;fear
664;i am at the bus stop and i hear the squeak of a baachan trolley i feel a little paranoid;fear
674;i ended up shoeless making me feel even more vulnerable and slowing me down further;fear
679;i had envisioned and intended im just feeling unsure whether i got that vision and intention right;fear
696;im feeling a combination of terrified and relieved;fear
702;i always notice even though she is fabulous at hiding it according to the rest of the world and feel it keenly and am greatly distressed;fear
703;i feel so shaken and guilty for not being a better mother and shielding my offspring from this health problem;fear
717;i was feeling nervous sure just like anyone else would be in my position;fear
718;i was older i might not feel as frightened about spending the time i have left alone;fear
734;i still feel shaky is because in the worst hit areas the damage and destruction is so complete;fear
740;i feel uncertain and uneasy;fear
743;i feel nervous about going back to america not knowing what to expect the transition to be like;fear
744;i started to feel kind of skeptical about this myself;fear
755;im feeling agitated and pour more brandy on my coffee;fear
773;i sense this is wat has let you feeling unsure;fear
774;i am feeling very apprehensive about the future at the moment;fear
775;i am not a very extremely good friend of someone of course i feel reluctant to some extent if i have to do favours for that someone;fear
776;i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house;fear
789;i begin to have these doubts my stomach clenches my heart races and i feel fearful;fear
794;i walia feels suspicious about tarun and bani;fear
803;i had then these were truly terrifying and still feel shaken and uneasy because of them;fear
807;i sit here tonight i m pensive tense and feeling a little fearful;fear
830;i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain;fear
833;i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already;fear
861;i have to admit i am feeling a bit intimidated by the challenge of;fear
862;i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer;fear
865;i woke up on a beautiful sunday morning feeling restless and miserable;fear
868;i couldn t turn my head away even when i feel frightened;fear
871;i feel the most uncertain about the project;fear
887;i feel apprehensive about the ride ahead;fear
891;i do not feel insecure or unsafe;fear
896;i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues;fear
903;i feel fearful of being near them;fear
927;i do not feel overwhelmed nor rushed;fear
941;i feel a bit reluctant to turn to other people;fear
955;i probably love a handful of friends too but i always feel a bit strange when describing this as love;fear
966;i am feeling a bit strange never felt that ever but should i really stop writing blogs now;fear
987;i don t know why it is that i feel awkwardly hesitant to return to melbourne;fear
993;i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints;fear
1018;i told im i didnt want him to feel uncomfortable;fear
1020;i feel like im a shy enormous pink flamingo man;fear
1030;i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood;fear
1035;i feel confused too;fear
1044;i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is;fear
1049;i somehow feel more vulnerable without it;fear
1053;i am feeling very fearful that things arent going to go the way i want them to with my ex;fear
1062;i feel rather intimidated by my re his impressive background and the clinic in general;fear
1063;i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves;fear
1078;i feel so uncomfortable about the word hero;fear
1085;i woke up on the sofa feeling extremely agitated around pm;fear
1097;i am feeling very unsure of my future;fear
1112;i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma;fear
1117;im just feeling very uncertain and;fear
1120;im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain;fear
1125;i don t want you to feel pressured into making love;fear
1128;i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch;fear
1135;i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight;fear
1138;i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player;fear
1140;ive been feeling a bit overwhelmed with the whole marathon idea lately;fear
1143;i feel suspicious if there is no one outside like the rapture has happened or something;fear
1145;i did manage two short runs and a walk but today im back to feeling just shy of awful;fear
1159;i face turn red and feel shy emm no;fear
1165;i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase;fear
1168;i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there;fear
1172;i feel i am shy and i am afraid of keeping my point of view;fear
1181;i email authors about interviews i feel a little intimidated;fear
1190;i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while;fear
1201;i really hate that feeling when youre unsure about something;fear
1205;i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help;fear
1217;i want to say that i feel vulnerable writing and sharing this info;fear
1221;i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings;fear
1226;i pray that each of you who is hurting or feeling afraid tonight finds peace and soon;fear
1227;i could feel myself getting that shaky feeling;fear
1238;i feel so highly intimidated that i get flustered and cant form my words not even in english with her;fear
1239;i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further;fear
1286;i had coped for barely twenty four hours before i was feeling wrung out and distraught;fear
1320;i fully enjoy music when i feel afraid using headphones;fear
1324;i feel pretty insecure about my current relationship;fear
1330;i feel a little strange chasing after them since im so disappointed in the brand as a whole;fear
1341;i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc;fear
1343;i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing;fear
1360;im feeling a little gun shy about this;fear
1376;ill smoke a few cigarettes because im feeling a little nervous;fear
1379;im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right;fear
1382;i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing;fear
1384;im feeling confused but ill keep trudging through;fear
1389;i feel scared and stupid;fear
1392;i feel about them i still end up nervous and have those naughty butterflies flying around my stomach;fear
1393;i am feeling very anxious about going to therapy w;fear
1402;i am feeling unsure about my words but it also means i am writing which is good;fear
1410;im waiting in my paper gown and plastic slippers for them to call me feeling very apprehensive but a bit dopey in the head due to lack of food;fear
1412;i notice a lump or feel pain in any part of my body i will somehow become fearful or scared;fear
1417;i went into the movie i was feeling skeptical and slightly nervous that i was going to be disappointed;fear
1429;i am beginning to feel startled by how little of last week i remember;fear
1447;im sure ill also feel a bit nervous;fear
1449;i could listen for hours without feeling either threatened or the slightest bit shocked;fear
1451;im feeling a little uptight and pinched today;fear
1460;i have the emotions but have learned that to feel them to let myself become agitated or excited means that my heart and heat jumps the regulated limits of what can be sustained;fear
1464;i know i should just let the words flow like how they do when i blog but still i feel the pressure and that is making me unsure of my skills;fear
1476;i feel more in control and less frightened about my headaches and migraine attacks excellent service;fear
1478;i guess the trick is i need to go in strong and get what i want and not feel bashful over it;fear
1487;i like to finish on a positive note that whenever i feel a bit fearful or down i can just remember something nice about me and rich and it cheers me up;fear
1499;i feel most apprehensive about each week probably because it is the one most likely to unavoidably show me my shortcomings as a runner;fear
1511;i go to little tiny andover and take a walk at night i feel absolutely terrified;fear
1512;i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes;fear
1523;i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try;fear
1528;i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter;fear
1545;i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me;fear
1565;i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task;fear
1570;i an asylum seeker who i don t know how they live in this country without feeling assaulted;fear
1573;ive been feeling reluctant intermittent and lacklustre to pen my thoughts down;fear
1593;i proclaim to have lost a bit of my sanity and feel so shaky;fear
1595;i was told to do it continues and the fact i feel fear frightened correction terrified of what is next;fear
1596;i feel uncomfortable with the fact i am so powerless at the moment;fear
1597;as a child i suffered of nightmares even since than;fear
1606;i am very fascinated by it and don t feel so uptight by the many challenges life has because of it;fear
1610;i felt low at this point with missing people i know and i love but feeling helpless to do it;fear
1611;i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable;fear
1614;i feel i was intimidated by the college and people at home;fear
1623;i go to my son s conference next week and i am already feeling nervous and apprehensive;fear
1635;i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it;fear
1640;i feel uncertain and not entirely safe;fear
1655;i know thats not true but thats how i feel i get scared;fear
1661;i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected;fear
1671;i feel like i m uncertain about things i was once so certain;fear
1674;i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive;fear
1692;i have said this before being a mom has made me feel more vulnerable than i have ever felt before;fear
1694;i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far;fear
1701;im not feeling absolutely terrified of more pain and more trauma to my already battered body;fear
1712;i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away;fear
1719;i am feeling incredibly restless;fear
1722;ive been feeling really pumped about running again this is very strange;fear
1738;i also feel vulnerable being left on the bed in virtual silence;fear
1741;i feel intimidated by the wide open design and therefore find it hard to write;fear
1765;i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out;fear
1768;waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened;fear
1778;i had an incredible feeling of frantic despair;fear
1797;i am feeling very shaky;fear
1831;ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long;fear
1836;im kind of feeling nervous and anxious about all the shit i have to do today;fear
1837;i make the trip i feel a strange combination of excitement and dread;fear
1847;i just don t feel like having distraught parents breathing down my neck;fear
1855;i feel bashful under his teasing scrutiny;fear
1856;i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself;fear
1859;i just feel weird doing it but i want to make sure he feels loved in there;fear
1860;i wouldnt feel uncomfortable wearing it at work;fear
1864;i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them;fear
1866;i are another reason why foreign tourists feel reluctant to drive in this island;fear
1881;i feel a little bit weird;fear
1883;i guess these expectations of me being so goddamn perfect have made me feel afraid to change;fear
1887;i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky;fear
1892;i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things;fear
1904;i feel like ya allah im scared puff it was fun man then id an idea;fear
1907;im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered;fear
1910;i feel like the thing im most nervous about is having two kids;fear
1913;i meet men who feel insecure about women;fear
1923;i feel a bit uncertain really shes a nice girl and good friend material;fear
1929;i feel the pain of this in ways that only a tortured ti could possibly understand;fear
1937;im not feeling insecure this month im feeling full of oomph;fear
1943;i did feel slightly shaky and had a headache;fear
1955;i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes;fear
1965;i feel so completely helpless to do anything to help those affected by the tornadoes that hav;fear
1975;i was feeling very pressured;fear
1990;i walk in a conventional classroom my senses feel assaulted by all the stuff on the walls hanging from the ceiling and covering all the surfaces;fear
1994;i could already feel the difference in strength during technique class and three classes in i am starting to find my balance though it is still pretty shaky business;fear
2002;i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction;fear
2011;i might be needing quite sometimes to let this feelings fade away but i wont make you feel insecure or disturb or uncomfortable;fear
2019;im sitting there with both boobs hanging out so why do i feel uncomfortable;fear
2023;i can describe what happens to me is that i feel shaky;fear
2035;i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals;fear
2037;im feeling hopelessly restless;fear
2042;i did not feel its strange effects no more;fear
2049;i am feeling a little uncertain about my skills in the birthday party arena;fear
2059;while cycling in the country;fear
2065;i am feeling terrified anxious excited and apprehensive among a million other things;fear
2075;im feeling pressured at my desk due to the piles of tasks waiting for me i will often pack up and go write in a quiet corner in my bedroom living room or kitchen;fear
2095;i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished;fear
2118;i feel tortured and sickened exactly the way i felt the last day of lances leave;fear
2121;i get the feeling people think im indecisive and childish which isnt entirely true not to the degree that i show it anyway;fear
2124;i think the sooner we do the better well all feel greg im already in a distressed mood mom;fear
2160;i am a bit out of my comfort zone too and im feeling a tad apprehensive;fear
2163;i could sense that he was uncomfortable when he came to deliver the letter but i was willing to attribute to him feeling weird about being so romantic and vulnerable;fear
2170;i feel like a paranoid annoyance when in reality she wouldve talked to anyone that way;fear
2179;i didn t feel like she was shy so much as taking it all in as her mother has described her;fear
2192;i woke up feeling very distraught and aware of something terrible which will happen soon;fear
2199;i stop learning or if i am feeling inhibited my performance flounders;fear
2209;i read several pages and still feel unsure i feel i ve wasted my time and can t engage with the main argument;fear
2218;im just feeling strangely indecisive and also because i dont really believe that;fear
2220;i want to write that makes you feel the frantic induced nightlife of being on speed;fear
2221;i love the long summer evenings where you can shoot into o clock and not feel as pressured as the short daylight hours winter provides;fear
2222;i admit that with all the thoughts that go through my head i feel doubtful at times coz im scared;fear
2235;i drank a cup of coffee i feel all nervous and weird now;fear
2239;i feel you i can t take more than mg of seroquel either because the restless leg syndrome keeps me awake all night;fear
2241;i really cant count the number of times i cried feeling overwhelmed by someones expression of concern or just by the very fact that they were thinking of me;fear
2255;ive heard so how are you feeling so many times and discussed my uncertain future with so many people that the conversations are blending together;fear
2259;i feel poisoned and tortured by this room;fear
2309;i feel very socially anxious around these ladies;fear
2318;i don t feel agitated some part of me thinks that i ve finally managed to keep my emotions in check;fear
2322;i think is i told my dad and now he feels skeptical about us;fear
2330;i thought about it later feeling anxious and worried;fear
2334;i feel like i was assaulted by a titanium hedgehog;fear
2339;i had thought but i feel scared and somewhat trepidatious nervous and sad;fear
2340;im feeling shy im feeling mad im feeling sad;fear
2352;i don t know what it feels like to be in love so i m starting to get scared that i don t actually love him;fear
2359;i could feel my tremors coming on and i started to get real shaky;fear
2373;i feel so because i feel reluctant;fear
2377;i feel very confused and cant stop myself from digging in a bit more;fear
2395;i feel like i m running in circles and i m terrified;fear
2402;im feeling a bit scared to consider putting myself out there by posting my work on a website frequented by professional artists but i decided to suck it up be a big girl and ask for feedback;fear
2408;i am feeling vulnerable worrying that the publishing world doesn t like my stories and won t like this next one if i write it;fear
2414;i started to feel uncomfortable buzzy short of breath and very mildly panicky;fear
2415;i feel unprotected if i do though;fear
2420;i get a little gripped about timing i feel frantic in my thoughts;fear
2444;i feel this strange bonding with my bed and wardrode have been using both a little more than a decade;fear
2451;i never feel hesitant or timid;fear
2455;i was transferred to the operating bed i began to feel a little apprehensive;fear
2461;im not being fair to xia by doing it this way if he feels frightened by the work i do it that his fault;fear
2468;i do feel a bit fearful that he might be feeling stressed to be drinking so much;fear
2472;i answered feeling rather skeptical;fear
2500;i feel we should not be threatened by the idea of caring and should care far more often;fear
2532;i can t help but feel a little hesitant towards lily;fear
2534;i would have smiled except i was starting to feel like any more uptight comments and my jaw would fall right out of my head;fear
2536;ive been frustrated that i dont walk around floating on air seeing the good in every sidewalk pothole i trip into beating myself up over feeling unsure and scared;fear
2553;ive been feeling a little bit anxious of late as far as my relations or lack thereof with some of the ward and some of the investigators go so im excited to be able to ponder that in the temple and see if i can come up with a plan with the lords help;fear
2565;im still feeling indecisive im polling yall p;fear
2566;i feel horribly insecure about it all;fear
2571;i feel nervous just walking outside;fear
2593;i told him i was feeling anxious about turning thirty;fear
2599;i show my partner how i feel i m afraid s he will not feel the same about me;fear
2600;im being particular but id feel uncomfortable even asserting ive ever been in love;fear
2607;i do find myself feeling distraught about getting older and stressed about the impending responsibilities that are to ensue i am generally content with only a little bit of repressed anger that makes it s appearance only when it s instigated;fear
2635;i got really fucked up last night i got really really really fucked up on loads of downers it was such a bad idea such a bad idea i feel like a neurotic mess right now i cant handle it i cant handle it i cant handle it;fear
2656;im feeling somewhat indecisive about what to do in terms of an alliance;fear
2658;i feel a part of the family of the universe rather than fearful of it;fear
2665;when my mothers heart nearly stopped;fear
2675;i feel very nervous;fear
2687;im not feeling frantic yet so instead i am going to make this sleep teddy;fear
2702;i feel so vulnerable and yet so protective over her;fear
2714;i feel assaulted when i hear the radio ad;fear
2716;i never actually felt the sense of suspense springer was obviously trying to build with references to religious programming in that there was nothing there in the book to build suspense with nothing i could see that made me feel uptight worried or anxious about any of the characters;fear
2723;i feel reluctant to leave;fear
2740;i really love the feeling of being scared;fear
2743;i feel wimpy for complaining about taking credits this semester because i know people who took credits regularly but man this sucks;fear
2755;i was feeling out of sorts anxious not sure what to do with myself;fear
2756;i am healing but i am still feeling shaky at times i managed to get myself to finish some work this week;fear
2768;i feel like ive entered some weird universe and i really am grateful for it;fear
2774;i started feeling nervous thinking about how id planned to feed younger teens;fear
2775;i begin to feel uncomfortable internally feeling nauseous light headed and experienced shortness of breath;fear
2785;i sing the more confident i feel but i still get a little nervous on an opening night;fear
2812;i dont mean that id like to chicken out but i am feeling more insecure about myself and maybe doubting the fact that i should be able to run km tomorrow;fear
2818;i closed my eyes tightly and covered my ears and thank god i woke up before i apologize for the brutality of my nightmare it left me feeling shaken and nauseous to say the least;fear
2819;i feel terribly helpless sometimes but even with the limited spiritual awareness that i have i am able to find the answers as i know the end is not the outcome of my decision i ll be able to move on readjust pick up the pieces re centre myself or enjoy my decision;fear
2844;i woke up this morning wanting to cry and the feeling hasnt been shaken yet;fear
2858;i had a very provocative dream the kind that makes you feel slightly shaken as you wake up from it;fear
2860;i quite dig the subdued tone and plot direction i feel a reluctant emotional bond with the show;fear
2861;i am friendly and so easy to talk to if only you are open to knowing me as a friend and not from a top down approach cos i feel intimidated and when i only know i do not want to offend somebody i shut up;fear
2863;i dont call what i am feeling as nervous but more anxious;fear
2869;i feel so hesitant posting them;fear
2870;i have been feeling very apprehensive about going back;fear
2871;i was cleaning up the place and about minutes in i started feeling paranoid and what i can only assume is the beginning of a psychotic episode;fear
2872;i feel crazily indecisive impulsive just in a;fear
2876;i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her;fear
2889;i sort of feel a bit unsure now as to what to touch upon next;fear
2908;im still not sure why reilly feels the need to be so weird;fear
2918;im just really hurting and feeling a bit overwhelmed;fear
2921;i didn t for one minute feel intimidated or stupid;fear
2948;i have written i feel suddenly hesitant to post it;fear
2955;i feel reluctant to sell but hey;fear
2970;i dont show my insecurity in my persona if not i might come off as a mad bitch whod practically hated on everyone just because shes feeling insecured and being too overly paranoid;fear
2992;i do feel insecure because if there was a way to examine boyfriends he d be exempted;fear
3002;ive been feeling restless inside and i dont understand why;fear
3003;i did feel unsure about it but thanks to l a lot of people liked it;fear
3006;i feel so insecure about my writing;fear
3029;i feel pressured helpless because i dont have control over this;fear
3031;im done with putting up with this constant bullying because that is what it is when you feel threatened and constantly on the defensive and i am tired of constantly defending myself to others;fear
3039;i feel shaken or angry that my husband keeps lying to me and is a sexaholic i often start to feel mad at god;fear
3041;i also feel fearful and concerned for them both worried;fear
3054;im lying in bed feeling very anxious and have a knot in my stomach;fear
3062;i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to;fear
3072;i have had since july st i am feeling shaken knowing i will be homeless in two months and as close to a home that i have is gone;fear
3076;im feeling frantic about time as if the whole summer were a giant hour glass and if im not vigilant all the sand is going to rush out in a whoosh and ill have dipshit to show for it;fear
3078;i kind of feel fearful of starting;fear
3082;i am if i go back to the hostel for a break i feel anxious to get back out and see more and more take it all in;fear
3087;i know just how you feel any ache pain in tummy i get frightened incase it em again;fear
3088;i do for a living and lately more often than not both me and my wife who s also an ubuntu user have been feeling a bit uncertain about linux being the platform where we want to keep working;fear
3092;im just feeling bashful whenever i talk to you;fear
3094;i decided that since things were finally starting to go well but i was still feeling a little uncertain i d give myself a little more time to let the training come together;fear
3108;i wear it i feel anxious visable spotlighted different unfashionable stupid embarrassed ashamed and paranoid;fear
3112;i am feeling suspicious lj cut text suspicions;fear
3118;i think this is really great having been in situations where i feel overtly threatened in a public place where everyone pretends they don t see what s happening;fear
3123;i was feeling pretty anxious and overwhelmed as a friend rightly noted probably because i was on a boat with my mom grandmother and great aunt and no where to flee except the damn cold baltic sea;fear
3124;i feel scared because i dont know the students and the teachers;fear
3125;i feel a little bit anxious about it;fear
3138;i am feeling very shaky today;fear
3139;i am feeling shaky and weak;fear
3141;i also always feel a little scared;fear
3143;i feel strange being thankful when such awful things on the other sides of the oceans that surround that country happen on a daily basis;fear
3146;i was feeling pretty terrified full of nervous energy;fear
3153;im feeling overwhelmed i can just give people the middle finger or tell them to f off;fear
3157;ive been feeling so anxious and nauseous and tired but also so elated that some nights its all i can do to crawl into bed;fear
3160;i got upset when i feel that the only person whos uptight on chatting is just me;fear
3162;i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better;fear
3165;i like about dating him is how outgoing he is which makes me feel more at ease because im somewhat shy;fear
3182;i am learning is one of my default reactions when i feel threatened;fear
3194;i fought back the blush on his cheeks one hand resting over his heart feeling the frantic beating almost positive kai could hear it;fear
3209;i feel pressured by a dumb feeling;fear
3215;im more than ready to meet this little man but knowing that time is running out leaves me feeling a little apprehensive;fear
3224;i will confess to you i have had moments of feeling overwhelmed and ill admit being a bit melancholy;fear
3226;i meet in supermarkets banks dentists etc make me feel like im weird;fear
3241;i feel a little bit frightened of islam;fear
3259;i feel so vulnerable to criticism like if my lunch stinks or if somebody comments on what i eat i have this embarrassed feeling;fear
3263;i am supposed to feel doubtful but i still think i forget sometimes how amazing it is that i am living in this city and that i get to work with such inspiring young women at my internship;fear
3273;i guess avoiding the boundaries conversation with him has me feeling a little unsure about my confidence and strength;fear
3306;i know he is totally trainable and can be free of his arm chewing habits i feel that the kids would be too nervous around him during the training process;fear
3311;i thought i should be excited that im starting work but im feeling reluctant as ever;fear
3315;i feel anxious for myself moment of truth i feel rather like a tiger in a cage when it comes to testing;fear
3318;i cannot and i feel a strange sadness for a thing that i m now ready for but cannot do;fear
3319;i feel quite uncertain that the art i create and my personal brand of creative living are what im here to contribute;fear
